z_mm,p_abs_Pa
257.2241,1.203623
257.5783,0.893294
257.9325,0.518435
258.2867,0.117316
258.6409,0.300523
258.9951,0.728802
259.3493,1.100584
259.7035,1.471170
260.0577,1.730490
260.4119,1.966495
260.7661,2.055872
261.1203,2.103423
261.4745,1.995716
261.8287,1.836062
262.1829,1.542233
262.5371,1.197837
262.8913,0.767516
263.2455,0.305568
263.5997,0.210084
263.9539,0.710885
264.3081,1.161645
264.6623,1.612323
265.0165,1.940892
265.3707,2.248225
265.7249,2.388623
266.0791,2.499129
266.4333,2.428782
266.7875,2.339434
267.1417,2.093907
267.4959,1.874999
267.8501,1.579702
268.2043,1.430912
268.5585,1.355685
268.9127,1.527853
269.2669,1.739350
269.6211,2.055355
269.9753,2.274650
270.3295,2.499219
270.6837,2.565521
271.0379,2.600490
271.3921,2.465741
271.7463,2.299664
272.1005,1.997517
272.4547,1.708031
272.8089,1.384047
273.1631,1.224839
273.5173,1.227108
273.8715,1.484767
274.2257,1.777674
274.5799,2.141146
274.9341,2.385713
275.2883,2.625986
275.6425,2.686326
275.9967,2.721678
276.3509,2.563048
276.7051,2.384377
277.0593,2.035806
277.4135,1.691299
277.7677,1.238461
278.1219,0.847839
278.4761,0.538904
278.8303,0.601165
279.1845,0.901738
279.5387,1.219175
279.8929,1.480780
280.2471,1.670428
280.6013,1.749048
280.9555,1.754829
281.3097,1.637018
281.6639,1.468781
282.0181,1.193264
282.3723,0.903790
282.7265,0.543928
283.0807,0.216734
283.4349,0.151744
283.7891,0.442185
284.1433,0.708832
284.4975,0.890083
284.8517,1.017741
285.2059,1.054373
285.5601,1.033371
285.9143,0.952684
286.2686,0.851504
286.6228,0.798606
286.9770,0.818723
287.3312,0.995731
287.6854,1.194841
288.0396,1.473803
288.3938,1.676546
288.7480,1.899182
289.1022,1.998183
289.4564,2.090263
289.8106,2.043462
290.1648,1.989111
290.5190,1.811204
290.8732,1.656028
291.2274,1.429739
291.5816,1.301563
291.9358,1.194526
292.2900,1.258330
292.6442,1.350478
292.9984,1.535388
293.3526,1.658547
293.7068,1.789063
294.0610,1.807617
294.4152,1.798108
294.7694,1.665697
295.1236,1.499880
295.4778,1.229522
295.8320,0.939576
296.1862,0.588539
296.5404,0.256709
296.8946,0.215440
297.2488,0.511444
297.6030,0.811233
297.9572,1.051844
298.3114,1.226509
298.6656,1.324568
299.0198,1.336285
299.3740,1.270082
299.7282,1.124930
300.0824,0.920185
300.4366,0.684269
300.7908,0.489602
301.1450,0.491864
301.4992,0.740568
301.8534,1.030224
302.2076,1.372421
302.5618,1.624905
302.9160,1.899975
303.2702,2.035070
303.6244,2.193557
303.9782,2.186531
304.3328,2.219077
304.6856,2.082733
305.0412,2.011669
305.3924,1.788684
305.7496,1.659080
306.0987,1.409606
306.4580,1.274353
306.8032,1.057772
307.1664,0.953026
307.5035,0.798826
307.8748,0.718104
308.1997,0.605105
308.5832,0.510765
308.9134,0.393345
309.2916,0.269389
309.5345,0.174457
310.0000,0.018349
310.0000,0.019201
310.4737,0.030971
310.6897,0.036898
311.0541,0.043213
311.3793,0.045261
311.7250,0.045130
312.0690,0.043383
312.4157,0.040812
312.7586,0.037826
313.1049,0.034689
313.4483,0.031593
313.7930,0.028607
314.1379,0.025792
314.4814,0.023187
314.8276,0.020776
315.1709,0.018592
315.5172,0.016598
315.8612,0.014807
316.2069,0.013191
316.5513,0.011744
316.8966,0.010450
317.2412,0.009292
317.5862,0.008260
317.9310,0.007340
318.2759,0.006521
318.6207,0.005791
318.9655,0.005142
319.3103,0.004564
319.6552,0.004051
320.0000,0.003594
320.3448,0.003189
320.6897,0.002827
321.0345,0.002506
321.3793,0.002221
321.7241,0.001968
322.0690,0.001742
322.4138,0.001543
322.7587,0.001365
323.1034,0.001208
323.4483,0.001069
323.7931,0.000946
324.1378,0.000838
324.4828,0.000742
324.8268,0.000659
325.1724,0.000585
325.5157,0.000521
325.8621,0.000466
326.2024,0.000419
326.5517,0.000378
326.8860,0.000345
327.2414,0.000317
327.5651,0.000296
327.9310,0.000277
328.2212,0.000265
328.6207,0.000253
328.9310,0.000247
329.3103,0.000241
329.5453,0.000239
330.0000,0.000238
